8459-053/8459-053-02-01-07.png	929	que
7873-049/7873-049-01-05-01.png	865	saída
5263-010/5263-010-01-01-03.png	619	de
7424-073/7424-073-02-01-13.png	783	ca-
1659-048/1659-048-03-08-06.png	228	demais
1448-052/1448-052-04-02-02.png	164	da
4754-317/4754-317-03-01-14.png	565	na
1637-026/1637-026-01-05-04.png	207	âmbito
0565-012/0565-012-01-06-04.png	45	para
4111-029/4111-029-03-05-23.png	448	hospitais
1624-013/1624-013-03-04-11.png	194	da
7692-058/7692-058-04-02-10.png	824	no
4488-051/4488-051-03-08-02.png	507	são
2184-041/2184-041-04-05-11.png	291	ao
7160-101/7160-101-02-08-06.png	723	deve
1729-018/1729-018-02-01-11.png	258	da
1621-010/1621-010-03-05-16.png	191	so-
1425-029/1425-029-04-06-06.png	145	vez
4352-030/4352-030-04-01-07.png	489	da
1731-020/1731-020-02-04-07.png	259	de
4601-164/4601-164-05-04-07.png	529	falta
7437-086/7437-086-04-05-07.png	786	da
9201-034/9201-034-04-05-11.png	981	que
7131-072/7131-072-02-07-05.png	697	de
6145-016/6145-016-03-01-06.png	642	de
8182-032/8182-032-01-01-15.png	899	pelo
7871-047/7871-047-04-05-05.png	863	população
4292-005/4292-005-02-05-09.png	475	de
8747-035/8747-035-03-01-10.png	954	mercado
3652-022/3652-022-02-02-19.png	417	de
1662-051/1662-051-02-01-03.png	231	lugar
1427-031/1427-031-01-01-13.png	146	oci-
8225-016/8225-016-03-04-05.png	908	por
1663-052/1663-052-04-04-13.png	232	área
2120-070/2120-070-02-05-09.png	281	Então
2977-020/2977-020-04-10-06.png	389	desenvolvidos
0572-019/0572-019-04-06-10.png	50	fim
8483-077/8483-077-04-01-18.png	937	apre-
8451-045/8451-045-03-01-12.png	925	ne-
1661-050/1661-050-01-04-06.png	230	doença
1673-062/1673-062-03-08-10.png	242	do
2124-074/2124-074-04-07-12.png	285	de
1624-013/1624-013-01-02-10.png	194	Em
3641-011/3641-011-01-01-10.png	410	as
1215-022/1215-022-03-06-02.png	142	da
4743-306/4743-306-01-03-10.png	561	do
1441-045/1441-045-04-01-10.png	158	às
7049-012/7049-012-02-04-13.png	687	com
1641-030/1641-030-02-01-16.png	211	da
7576-032/7576-032-03-01-11.png	798	desse
1669-058/1669-058-01-01-07.png	238	imagina
2128-078/2128-078-01-05-02.png	287	aos
8121-023/8121-023-03-04-08.png	883	será
4263-032/4263-032-03-02-01.png	469	do
4775-020/4775-020-03-08-13.png	573	ação
2339-046/2339-046-05-08-12.png	320	não
4934-008/4934-008-03-06-12.png	597	ao
6392-017/6392-017-03-05-05.png	646	de
4673-236/4673-236-03-06-05.png	546	dos
7875-051/7875-051-03-07-05.png	867	com
7867-043/7867-043-03-06-16.png	859	de
1489-034/1489-034-02-02-12.png	178	um
4934-008/4934-008-02-02-08.png	597	são
0695-086/0695-086-01-07-04.png	90	da
4995-051/4995-051-02-08-04.png	613	de
1625-014/1625-014-02-06-01.png	195	bem
7591-047/7591-047-04-01-07.png	805	de
7129-070/7129-070-03-03-02.png	695	do
1650-039/1650-039-04-01-14.png	220	Brasil
1656-045/1656-045-01-01-23.png	226	sob
7613-069/7613-069-02-04-05.png	816	atual
8747-035/8747-035-02-06-08.png	954	compartilhar
6140-011/6140-011-04-05-03.png	639	com
3512-016/3512-016-04-02-12.png	398	no
7613-069/7613-069-02-08-11.png	816	de
6394-019/6394-019-01-07-05.png	647	nas
1661-050/1661-050-04-02-06.png	230	implementar
3650-020/3650-020-03-07-09.png	415	as
1660-049/1660-049-01-04-13.png	229	in-
2511-054/2511-054-04-01-02.png	340	do
0830-026/0830-026-04-05-17.png	104	que
7437-086/7437-086-01-04-02.png	786	no
7266-068/7266-068-01-04-03.png	739	de
0252-044/0252-044-03-07-15.png	20	Tal
1489-034/1489-034-02-03-05.png	178	de
1628-017/1628-017-04-02-16.png	198	pelas
8625-073/8625-073-03-04-13.png	951	senti-
2121-071/2121-071-03-05-13.png	282	pelos
1621-010/1621-010-01-03-11.png	191	entanto
8254-023/8254-023-04-06-04.png	918	de
2613-030/2613-030-01-01-12.png	352	distopia
4408-086/4408-086-02-04-05.png	493	as
7439-088/7439-088-04-09-10.png	787	por
7556-012/7556-012-03-04-12.png	788	Marx
0415-013/0415-013-02-09-06.png	26	os
0765-026/0765-026-01-01-14.png	98	de
7796-028/7796-028-01-03-09.png	840	com
2637-023/2637-023-04-04-01.png	358	te
1650-039/1650-039-03-03-05.png	220	ver
1661-050/1661-050-02-04-12.png	230	aceitação
4934-008/4934-008-02-09-11.png	597	de
0765-026/0765-026-01-03-08.png	98	na
0651-042/0651-042-04-01-17.png	71	raíz
4551-114/4551-114-01-01-01.png	516	Ao
0693-084/0693-084-02-05-02.png	89	esse
4536-099/4536-099-05-03-05.png	514	os
7012-025/7012-025-03-05-10.png	681	de
7791-023/7791-023-03-05-04.png	836	de
8057-036/8057-036-02-08-03.png	877	de
4721-284/4721-284-04-05-03.png	558	os
4673-236/4673-236-01-07-05.png	546	tal
6408-033/6408-033-01-03-01.png	654	da
7261-063/7261-063-01-03-07.png	736	no
0761-022/0761-022-03-05-10.png	96	de
0236-028/0236-028-02-10-03.png	12	de
5823-021/5823-021-03-03-05.png	626	do
8471-065/8471-065-02-06-04.png	933	as
6390-015/6390-015-02-04-01.png	645	dos
1489-034/1489-034-03-03-07.png	178	da
6404-029/6404-029-03-08-11.png	652	pois
7556-012/7556-012-01-04-12.png	788	contexto
1628-017/1628-017-02-02-20.png	198	exi-
2511-054/2511-054-01-02-03.png	340	No
8121-023/8121-023-04-04-03.png	883	ingressos
1766-030/1766-030-02-08-02.png	268	da
7872-048/7872-048-04-02-02.png	864	Logo
7866-042/7866-042-04-06-04.png	858	os
3676-046/3676-046-04-03-14.png	427	no
3671-041/3671-041-05-01-12.png	423	em
2774-030/2774-030-03-08-10.png	374	da
1638-027/1638-027-01-01-03.png	208	de
4598-161/4598-161-04-05-04.png	528	pela
7585-041/7585-041-01-04-15.png	802	se-
0777-038/0777-038-03-08-06.png	103	ser
1621-010/1621-010-01-03-10.png	191	No
8449-043/8449-043-02-07-11.png	924	que
8902-029/8902-029-02-05-15.png	964	há
1659-048/1659-048-04-02-14.png	228	dever
2784-040/2784-040-03-03-16.png	379	de
1651-040/1651-040-04-06-05.png	221	como
0579-026/0579-026-03-04-10.png	55	que
7145-086/7145-086-02-04-02.png	711	na
8749-037/8749-037-01-05-05.png	955	da
6390-015/6390-015-01-04-11.png	645	de
1129-024/1129-024-04-08-09.png	134	de
6110-018/6110-018-04-01-06.png	631	se
1677-066/1677-066-03-04-05.png	246	necessidade
